0.9,11.4,0.02,0,0
0.32,2.77,0.01,0,0
0,7.4,0,0,0
3.27,8.36,0.02,0,0
0.03,14.4,0,0,0
0.2,19.18,0.04,0,0
3.2,9.88,0.09,0,0
0.24,0.93,0,0,0
0,0,0,0,0
0.2,32.14,0.02,0,0
3.15,4.78,0.07,0.1,0
3.37,4.99,0.01,0,0
24.35,1.91,0.06,0.1,0
10.45,4.76,0.08,0,0
3.33,4.74,0.13,0,0
10.34,6.66,0.01,0,0
3.37,4.96,0.01,0,0
3.3,4.8,0.03,0,0
3.14,8.95,0.02,0,0
6.81,10.04,0.16,0.1,0
1.92,8.81,0.51,0,0
0.81,5.73,0.55,0,0
2.13,8.64,0.67,0,0
3.48,9.17,0.46,0,0
0.81,5.73,0.55,0,0
3.74,5.83,0.36,0,0
0.82,40.77,0.8,0,0
3.15,2.65,0.8,0,0
11.8,67.1,0.46,0,0
1.38,7.39,0.63,1.2,0
2.99,12.13,0.04,1.2,0
1.38,7.39,0.63,1.2,0
2.84,2.74,0.92,1.6,0
1.38,7.39,0.63,1.2,0
2.99,12.13,0.04,1.2,0
3.46,9.86,0,1.1,0
2.96,2.82,0.12,1.1,0
3.46,9.86,0,1.1,0
3.05,21.15,0.05,1,0
10.33,5.48,0.09,1,0
3.46,9.86,0,1.1,0
11.12,3.38,0.08,0.1,0
3.15,4.78,0.07,0.1,0
11.39,5.14,0.07,0.1,0
3.15,4.8,0.07,1.3,0
3.37,4.96,0.01,1.2,0
3.52,10.74,0.03,1.1,0
3.3,4.8,0.03,1.2,0
3.86,17.75,0.05,1.2,0
3.1,4.46,0.08,1.3,0
3.17,10.34,0.07,1.3,0
7.91,54.4,0.16,0.2,0
19.8,0.46,0.21,0.4,0
28.42,13.91,0.53,0.5,0
26.32,38.42,0.58,0.5,0
24.7,3.5,0.15,0.3,0
19.8,0.46,0.21,0.4,0
3.57,5.02,0.01,1.2,0
3.37,4.99,0.01,1.2,0
1.32,5.9,2.22,0.1,0
22.13,1.73,0.29,0.5,0
21.6,2.47,0.21,0.5,0
22.6,2.87,0.24,0.5,0
21.56,5.56,0.26,0.5,0
31.8,3.63,0.23,0.5,0
35.75,3.22,0.22,0.5,0
21.4,2.34,0.25,0.5,0
23.24,2.79,0.26,0.5,0
24.73,2.1,0.34,0.5,0
21.44,4.63,0.26,0.5,0
23.75,5.58,0.5,0.4,0
23.75,5.58,0.5,0.4,0
22.17,2.19,0.19,0.4,0
28.42,13.91,0.53,0.5,0
23.78,0.57,0.24,0.5,0
24.94,2.22,0.24,0.5,0
23.75,5.58,0.5,0.4,0
23.75,5.58,0.5,0.4,0
26.32,38.42,0.58,0.5,0
19.8,0.46,0.21,0.4,0
19.8,0.46,0.21,0.4,0
10.84,3.72,0.42,0.7,0
20.75,0.45,0.24,0.5,0
12.45,5.03,0.38,0.9,0
28.42,13.91,0.53,0.5,0
23.78,0.57,0.24,0.5,0
28.42,13.91,0.53,0.5,0
24.94,2.22,0.24,0.5,0
24.7,3.5,0.15,0.3,0
19.8,0.46,0.21,0.4,0
23.75,5.58,0.5,0.4,0
22.17,2.19,0.19,0.4,0
19.8,0.46,0.21,0.4,0
14.21,4.09,0.18,0.4,0
0.96,0.57,3.28,0.2,0
0.96,0.57,3.28,0.2,0
0.96,0.57,3.28,0.2,0
35.75,3.22,0.22,0.5,0
21.4,2.34,0.25,0.5,0
23.24,2.79,0.26,0.5,0
24.73,2.1,0.34,0.5,0
21.44,4.63,0.26,0.5,0
25.58,2.14,0.23,0.5,0
24.99,1.43,0.24,0.5,0
22.13,1.73,0.29,0.5,0
22.13,1.73,0.29,0.5,0
22.6,2.87,0.24,0.5,0
21.56,5.56,0.26,0.5,0
31.8,3.63,0.23,0.5,0
35.75,3.22,0.22,0.5,0
21.4,2.34,0.25,0.5,0
23.24,2.79,0.26,0.5,0
24.73,2.1,0.34,0.5,0
24.73,2.1,0.34,0.5,0
21.44,4.63,0.26,0.5,0
25.58,2.14,0.23,0.5,0
24.99,1.43,0.24,0.5,0
0.96,0.57,3.28,0.2,0
14.21,4.09,0.18,0.4,0
3.24,7.46,0.22,0.6,0
24.48,0.68,0.26,0.6,0
1.32,5.9,2.22,0.1,0
1.32,5.9,2.22,0.1,0
1.32,5.9,2.22,0.1,0
1.32,5.9,2.22,0.1,0
1.32,5.9,2.22,0.1,0
1.32,5.9,2.22,0.1,0
1.32,5.9,2.22,0.1,0
0.96,0.57,3.28,0.2,0
28.42,13.91,0.53,0.5,0
26.32,38.42,0.58,0.5,0
34.3,49,0.1,0.5,0
3.57,5.02,0.01,1.2,0
14.21,4.09,0.18,0.4,0
14.21,4.09,0.18,0.4,0
18.13,3.7,0.8,0.6,0
28.42,13.91,0.53,0.5,0
23.41,1.12,0.26,0.6,0
29.81,0.36,0.28,0.6,0
25.6,1.55,0.27,0.6,0
23.75,5.58,0.5,0.4,0
20,1.37,0.17,0.4,0
22.17,2.19,0.19,0.4,0
24.7,3.5,0.15,0.3,0
24.7,3.5,0.15,0.3,0
1.03,6.89,0.08,0.1,0
0.66,3.33,0.24,0.1,0
0.96,0.57,3.28,0.2,0
0.96,0.57,3.28,0.2,0
22.87,3.09,0.71,0.6,0
24.35,1.91,0.28,0.6,0
23.76,2.57,0.28,0.6,0
24.73,2.1,0.34,0.5,0
0.96,0.57,3.28,0.2,0
0.96,0.57,3.28,0.2,0
1.32,5.9,2.22,0.1,0
1.32,5.9,2.22,0.1,0
1.32,5.9,2.22,0.1,0
1.32,5.9,2.22,0.1,0
2.94,4.26,0.34,0.2,0
11.12,3.38,0.08,0.1,0
11.39,5.14,0.07,0.1,0
1.84,6.76,0.59,0.8,0
3.05,21.15,0.05,1,0
10.33,5.48,0.09,1,0
3.61,17.13,0.45,0.9,0
1.84,6.76,0.59,0.8,0
2.94,4.26,0.34,0.2,0
3.2,12.49,0.64,0.4,0
16.41,8.73,0.19,0.4,0
3.2,12.49,0.64,0.4,0
2.94,4.26,0.34,0.2,0
2.94,4.26,0.34,0.2,0
3.2,12.49,0.64,0.4,0
3.2,12.49,0.64,0.4,0
3.2,12.49,0.64,0.4,0
16.41,8.73,0.19,0.4,0
3.2,12.49,0.64,0.4,0
16.41,8.73,0.19,0.4,0
3.77,7.4,0.17,1.2,0
2.99,12.13,0.04,1.2,0
3.46,9.86,0,1.1,0
2.96,2.82,0.12,1.1,0
1.84,6.76,0.59,0.8,0
3.2,12.49,0.64,0.4,0
16.41,8.73,0.19,0.4,0
1.03,6.89,0.08,0.1,0
1.03,6.89,0.08,0.1,0
0.66,3.33,0.24,0.1,0
1.03,6.89,0.08,0.1,0
0.66,3.33,0.24,0.1,0
1.03,6.89,0.08,0.1,0
0.66,3.33,0.24,0.1,0
1.03,6.89,0.08,0.1,0
0.66,3.33,0.24,0.1,0
1.03,6.89,0.08,0.1,0
0.66,3.33,0.24,0.1,0
1.03,6.89,0.08,0.1,0
0.66,3.33,0.24,0.1,0
1.03,6.89,0.08,0.1,0
0.66,3.33,0.24,0.1,0
1.03,6.89,0.08,0.1,0
0.66,3.33,0.24,0.1,0
1.03,6.89,0.08,0.1,0
1.03,6.89,0.08,0.1,0
0.66,3.33,0.24,0.1,0
2.94,4.26,0.34,0.2,0
11.12,3.38,0.08,0.1,0
11.12,3.38,0.08,0.1,0
11.12,3.38,0.08,0.1,0
11.12,3.38,0.08,0.1,0
11.39,5.14,0.07,0.1,0
24.35,1.91,0.06,0.1,0
3.15,4.78,0.07,0.1,0
3.15,4.78,0.07,0.1,0
11.39,5.14,0.07,0.1,0
24.35,1.91,0.06,0.1,0
24.35,1.91,0.06,0.1,0
3.15,4.78,0.07,0.1,0
3.15,4.78,0.07,0.1,0
24.35,1.91,0.06,0.1,0
24.35,1.91,0.06,0.1,0
6.81,10.04,0.16,0.1,0
6.81,10.04,0.16,0.1,0
6.81,10.04,0.16,0.1,0
11.12,3.38,0.08,0.1,0
11.12,3.38,0.08,0.1,0
11.12,3.38,0.08,0.1,0
3.15,4.78,0.07,0.1,0
3.15,4.78,0.07,0.1,0
24.35,1.91,0.06,0.1,0
24.35,1.91,0.06,0.1,0
3.15,4.78,0.07,0.1,0
24.35,1.91,0.06,0.1,0
3.15,4.78,0.07,0.1,0
3.15,4.78,0.07,0.1,0
24.35,1.91,0.06,0.1,0
24.35,1.91,0.06,0.1,0
11.39,5.14,0.07,0.1,0
24.35,1.91,0.06,0.1,0
3.2,12.49,0.64,0.4,0
6.81,10.04,0.16,0.1,0
6.81,10.04,0.16,0.1,0
6.81,10.04,0.16,0.1,0
6.81,10.04,0.16,0.1,0
6.81,10.04,0.16,0.1,0
6.81,10.04,0.16,0.1,0
3.46,9.86,0,1.1,0
3.05,21.15,0.05,1,0
10.33,5.48,0.09,1,0
3.61,17.13,0.45,0.9,0
2.36,5.76,0.26,0.7,0
2.36,5.76,0.26,0.7,0
1.84,6.76,0.59,0.8,0
1.76,17.58,0.09,0.5,0
2.17,2.96,0.88,0.6,0
3.2,12.49,0.64,0.4,0
16.41,8.73,0.19,0.4,0
11.26,3.04,0.11,0.2,0
1.38,7.39,0.63,1.2,0
2.99,12.13,0.04,1.2,0
3.15,4.8,0.07,1.3,0
3.1,4.46,0.08,1.3,0
3.17,10.34,0.07,1.3,0
3.15,4.8,0.07,1.3,0
3.15,4.8,0.07,1.3,0
3.37,4.96,0.01,1.2,0
3.52,10.74,0.03,1.1,0
3.1,4.46,0.08,1.3,0
3.1,4.46,0.08,1.3,0
3.17,10.34,0.07,1.3,0
3.17,10.34,0.07,1.3,0
3.37,4.99,0.01,1.2,0
3.99,11.61,0.38,1.2,0
3.84,9.17,0.29,1.2,0
3.77,7.4,0.17,1.2,0
2.99,12.13,0.04,1.2,0
3.46,9.86,0,1.1,0
2.96,2.82,0.12,1.1,0
